lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
127,0,90.0,4,28,3,3,1,0,0,1
73,0,85.0,7,14,3,3,0,0,0,1
36,0,168.73,12,28,4,4,0,0,0,1
17,0,100.38,12,8,4,3,1,0,0,1
164,0,99.45,7,27,4,5,2,0,0,0
0,0,160.0,9,27,2,1,0,0,0,1
37,1,126.0,10,2,4,1,2,0,0,1
191,0,96.9,8,1,3,2,1,0,0,1
33,2,95.0,10,17,4,4,2,0,1,1
3,0,98.8,9,7,3,1,1,0,0,1
53,1,100.5,7,10,4,1,2,3,0,1
8,1,0.0,6,19,1,0,1,1,6,1
107,1,80.75,5,29,4,1,2,0,0,0
84,0,89.75,4,29,3,2,1,0,0,1
0,1,156.0,8,25,4,2,0,0,5,1
1,2,136.0,6,11,4,1,1,0,3,1
29,1,85.0,12,2,2,2,0,0,0,1
41,1,87.54,10,14,4,4,0,0,3,1
86,0,100.0,9,9,2,2,0,0,0,1
167,1,108.9,10,1,4,2,2,0,0,0
34,1,107.1,6,14,4,3,0,3,0,1
101,0,80.0,4,4,4,2,1,0,0,0
259,0,90.0,5,5,4,3,0,0,0,0
122,1,105.3,5,12,4,2,0,0,0,1
1,2,80.0,2,11,4,1,0,3,0,1
107,0,142.2,8,25,4,2,0,0,3,1
35,1,131.4,4,5,4,3,0,0,3,1
4,0,111.0,4,1,4,2,0,0,0,0
85,1,85.0,10,6,3,3,1,0,0,1
137,0,130.95,8,24,4,4,0,0,3,0
116,0,82.0,2,28,3,1,2,0,0,1
34,2,94.5,9,13,4,2,2,0,0,1
56,0,109.8,8,28,4,1,2,0,0,0
149,0,72.25,7,10,4,4,2,0,0,0
12,0,55.72,2,6,4,2,2,3,0,1
52,1,158.4,10,17,4,1,1,0,3,0
191,0,69.0,3,30,3,4,1,0,3,1
57,0,219.6,12,29,4,3,0,0,3,0
9,0,44.8,1,8,3,3,2,0,0,1
7,0,120.0,10,26,4,1,0,3,0,1
0,0,109.0,6,7,4,1,0,3,0,1
78,1,115.68,8,19,4,2,1,0,1,1
31,0,75.0,9,16,3,2,1,0,0,1
37,1,134.1,6,17,3,2,0,1,4,1
8,1,124.1,5,29,4,1,2,0,3,1
32,1,214.75,8,17,4,2,0,0,6,1
48,0,75.0,10,31,3,2,1,0,0,1
89,2,72.25,11,23,4,2,1,0,0,1
0,0,80.0,3,7,2,0,1,0,0,1
15,1,139.0,9,20,4,1,0,0,0,1
10,0,66.0,1,28,2,1,0,0,0,1
43,0,115.5,5,31,4,3,0,0,0,1
27,2,195.5,8,8,4,1,1,0,0,1
72,0,84.0,9,18,3,1,0,1,0,1
10,3,107.8,10,16,4,1,2,3,0,1
170,0,78.0,4,8,3,3,2,0,0,1
265,0,90.0,6,24,3,2,0,1,0,1
49,0,105.3,7,9,4,1,1,3,0,0
51,1,80.3,2,25,4,3,0,0,0,1
3,1,129.0,2,8,4,0,1,1,0,1
265,1,115.0,6,24,4,2,0,1,0,0
34,2,125.1,9,11,4,0,2,3,0,1
1,1,103.0,2,27,4,1,0,0,0,1
77,0,125.1,5,1,4,0,2,3,0,1
60,1,96.17,6,17,4,5,2,3,0,0
0,0,69.74,6,12,4,0,2,3,0,1
136,0,172.55,7,9,4,3,2,0,5,0
4,1,95.0,1,28,4,3,0,0,0,1
68,2,166.35,9,9,4,2,1,1,0,1
1,1,108.0,11,18,4,1,0,3,0,1
61,0,102.0,3,21,4,3,1,0,3,1
40,2,203.73,5,13,4,2,1,0,6,1
6,0,78.69,11,17,4,5,2,3,0,0
58,0,79.2,11,3,4,3,0,3,0,0
35,1,76.5,3,16,4,2,0,0,0,1
13,1,88.4,12,14,4,4,0,0,0,1
245,0,110.0,7,6,4,4,2,0,0,0
271,0,78.3,12,3,3,1,2,0,0,1
257,0,101.5,7,1,4,2,0,1,0,0
207,1,80.75,7,28,4,4,2,3,0,1
108,2,104.0,12,25,4,2,2,0,0,1
39,0,51.19,3,15,4,3,0,3,0,1
177,1,127.8,8,12,4,2,1,0,3,0
15,3,115.0,9,17,4,1,0,3,3,1
10,1,156.0,5,5,4,1,0,0,3,1
60,0,130.9,12,23,4,2,2,0,3,0
21,0,116.1,10,4,4,3,0,3,0,0
24,1,71.69,9,11,4,0,2,3,0,1
76,1,98.5,4,24,3,3,2,1,0,1
146,1,94.5,7,13,4,3,0,3,0,1
114,0,76.5,7,11,4,1,2,0,0,0
256,0,90.95,8,31,4,4,0,0,0,0
210,0,72.75,10,8,3,3,1,0,0,1
16,0,93.0,11,16,4,1,0,0,0,1
64,1,168.3,9,16,4,2,0,0,3,1
105,0,75.0,10,12,3,3,0,0,0,1
0,0,105.0,8,9,4,0,1,0,0,1
37,1,78.5,2,14,4,0,2,3,0,1
54,0,119.7,7,2,4,5,2,0,0,0
81,0,168.3,9,7,4,3,0,0,3,0
2,1,197.0,5,27,4,1,0,0,3,1
61,0,91.0,10,4,3,0,2,0,0,1
11,0,85.0,2,13,3,3,2,0,0,1
4,0,81.0,2,5,4,2,2,3,0,0
63,0,116.0,9,4,3,2,0,1,0,1
3,2,106.0,2,15,4,3,1,0,3,1
62,0,118.8,4,16,4,1,2,0,3,0
91,2,132.3,10,20,4,3,0,0,3,0
123,0,146.7,8,21,4,0,1,0,3,1
13,1,86.8,3,2,4,3,0,0,3,1
152,0,98.0,11,1,3,4,0,1,0,1
222,0,158.95,8,14,4,10,4,0,5,0
47,0,119.52,9,18,4,2,2,0,3,1
88,1,117.0,5,3,3,3,0,1,0,1
26,0,140.67,4,27,4,3,0,0,3,0
17,1,94.95,10,15,4,3,2,0,0,1
104,0,109.65,5,11,4,5,2,3,0,0
7,0,120.0,12,30,4,2,1,3,0,1
128,0,67.22,3,18,4,2,1,0,0,1
11,0,62.0,3,16,3,3,0,0,1,1
6,0,91.0,3,4,4,1,0,3,0,1
23,0,68.0,3,17,3,4,2,0,0,1
25,1,187.0,8,15,4,2,1,0,3,0
65,0,122.65,12,21,3,4,0,1,0,1
21,1,68.0,2,25,2,1,0,0,0,1
45,1,131.4,3,19,4,1,1,0,3,0
25,0,149.4,4,15,4,3,2,1,0,0
5,0,100.0,5,24,2,2,0,0,0,1
6,2,160.0,10,20,4,3,0,0,0,1
25,2,127.67,4,16,4,1,2,0,0,1
52,2,79.2,12,7,4,3,0,3,0,1
18,2,69.0,12,1,4,2,0,0,0,1
296,1,117.0,9,21,4,4,0,1,0,0
174,0,70.0,10,10,4,1,1,0,0,0
31,2,114.3,3,8,4,3,0,0,3,1
30,1,181.8,9,1,4,3,0,0,5,1
68,1,75.65,4,1,4,2,2,3,0,0
194,2,77.23,4,17,4,3,2,0,0,1
145,0,65.0,1,3,3,1,2,0,0,1
0,0,118.8,9,7,4,1,1,0,3,0
24,1,127.48,5,31,4,4,0,0,3,1
124,0,114.3,5,6,4,2,1,0,3,1
44,0,87.2,12,3,3,2,2,0,3,1
153,1,91.38,7,27,4,4,0,3,0,1
155,1,119.71,8,1,4,9,3,0,0,0
0,0,119.0,6,2,4,1,0,3,0,1
29,1,139.0,7,28,4,1,0,3,0,1
59,1,109.8,8,29,4,3,1,0,0,1
91,0,65.0,9,14,2,3,0,0,0,1
76,0,131.4,7,2,4,1,0,0,3,0
93,3,96.3,4,12,4,3,0,0,0,1
4,1,0.0,2,15,1,2,1,0,0,1
25,1,137.0,4,20,4,2,0,0,3,1
74,0,92.65,12,27,3,3,0,0,0,1
275,0,62.8,6,4,4,1,1,0,0,0
14,0,160.0,10,22,4,1,0,0,0,0
122,2,81.26,8,21,3,5,3,0,0,1
158,1,114.75,5,25,4,4,0,0,0,0
119,0,99.3,4,29,4,2,1,0,0,1
6,0,89.0,10,3,2,0,1,0,0,1
122,0,85.0,4,15,4,2,0,0,0,0
60,0,75.0,3,20,4,2,2,0,0,0
1,0,102.6,9,30,3,2,0,0,0,1
121,0,90.95,6,4,3,2,2,0,3,1
301,1,115.0,7,30,4,1,1,1,0,0
349,0,78.3,12,24,4,1,2,0,0,0
59,0,121.5,5,19,4,1,0,0,0,0
200,1,105.4,8,31,4,4,0,0,0,0
71,1,101.87,10,21,4,2,1,0,3,1
105,0,65.0,9,28,2,1,0,0,0,1
6,0,116.0,11,6,4,2,0,0,0,1
76,1,69.3,4,21,4,1,0,3,0,1
29,2,90.25,9,30,4,2,0,0,0,1
179,0,119.85,9,2,4,3,2,0,0,0
81,2,76.5,12,6,4,0,1,0,0,1
35,2,109.0,10,27,4,3,0,3,0,1
60,1,126.9,5,21,4,1,1,0,0,1
34,0,65.0,7,19,2,1,0,0,0,1
0,0,86.0,1,2,4,1,1,0,0,1
5,1,139.0,7,14,4,3,1,3,0,1
48,1,109.8,9,4,4,0,2,0,1,1
54,0,132.6,5,12,4,3,2,0,3,0
57,0,75.33,6,10,3,2,1,0,0,1
5,0,65.0,9,9,2,2,0,0,0,1
130,0,68.0,11,26,3,1,2,0,0,1
57,0,113.85,12,26,4,6,4,0,0,1
89,0,96.3,4,12,4,3,0,0,0,1
221,2,79.5,12,29,4,3,0,3,0,0
1,1,40.0,11,10,2,2,0,0,0,1
116,0,76.0,2,28,3,1,2,0,0,1
139,0,90.95,9,5,3,1,1,0,3,1
247,0,109.0,6,6,4,1,1,1,0,0
74,0,109.0,9,18,3,2,0,1,0,1
2,0,75.0,12,11,3,1,0,0,0,1
47,2,150.3,7,2,4,1,1,0,3,1
96,0,94.5,7,11,3,1,2,1,0,1
156,0,103.5,8,21,4,1,2,3,0,0
268,0,78.0,4,8,4,3,2,0,0,0
32,0,85.0,3,11,3,3,2,0,0,1
0,0,0.0,10,1,1,1,0,0,0,1
159,0,187.85,5,26,4,3,0,0,5,0
46,2,168.3,8,24,4,3,0,0,3,1
17,2,74.8,11,16,4,4,0,3,0,1
57,0,112.2,4,21,4,3,2,0,3,0
1,1,106.0,1,4,4,0,1,0,3,1
159,2,134.46,9,30,4,3,2,0,3,0
24,1,108.0,9,12,4,0,1,0,0,1
17,1,90.95,11,3,4,5,0,0,0,1
9,0,79.0,2,21,4,1,2,3,0,0
111,3,168.3,9,16,4,2,0,0,3,1
5,1,110.0,5,24,2,2,0,0,0,1
3,3,106.0,8,20,4,1,0,0,0,1
194,1,102.25,8,22,4,2,1,1,0,0
3,0,95.0,6,23,3,1,0,0,0,1
19,0,85.5,10,7,2,1,0,0,0,1
33,1,102.37,2,26,4,2,1,0,0,1
0,1,129.0,6,17,4,1,0,3,0,1
0,2,106.0,8,19,4,1,0,0,0,1
69,0,102.6,11,4,4,2,0,0,3,1
7,1,92.4,10,28,4,2,0,0,0,1
40,1,82.1,3,7,4,2,1,3,0,1
184,1,105.3,7,10,4,0,1,0,0,0
73,1,135.0,10,12,4,4,1,0,0,0
79,0,76.5,4,2,4,1,1,3,0,0
6,2,108.0,5,8,4,1,2,3,0,1
29,0,85.0,12,2,2,2,0,0,0,1
11,0,107.0,10,10,3,1,1,0,3,1
29,2,85.0,12,2,2,2,0,0,0,1
52,0,73.95,2,4,4,3,2,0,0,0
30,0,88.4,3,4,4,2,0,0,0,1
1,1,67.0,4,13,2,1,0,0,0,1
16,0,76.0,3,8,2,3,0,0,3,1
48,0,81.0,5,22,3,2,2,0,0,1
315,0,160.0,9,30,4,2,1,1,0,0
3,2,150.0,10,30,4,0,2,0,0,1
0,0,90.0,10,13,3,1,0,0,0,1
69,0,106.0,9,22,3,2,0,1,0,1
99,0,89.25,5,1,4,2,2,3,0,0
73,1,94.0,4,3,4,1,2,3,0,1
181,0,120.0,10,11,4,2,0,0,0,0
30,2,125.1,9,15,4,1,0,3,0,1
56,0,60.0,11,6,3,2,2,0,3,1
83,0,75.0,12,18,3,0,2,0,0,1
0,0,125.1,5,24,2,1,0,0,0,1
92,1,96.9,12,22,4,3,2,0,3,1
11,0,93.8,2,12,3,2,1,0,3,1
67,1,98.1,9,6,4,2,0,0,0,0
25,0,64.64,2,7,4,2,2,0,0,1
286,0,90.0,10,16,4,0,1,0,0,0
80,1,74.8,3,25,3,2,2,0,0,1
186,2,90.95,7,12,4,5,0,0,0,0
263,0,59.5,9,21,3,0,1,0,0,1
103,0,94.5,7,18,4,1,2,1,0,0
114,0,140.4,6,2,4,3,0,0,3,0
24,0,95.0,10,3,2,0,1,0,0,1
39,1,109.0,8,14,3,2,0,1,0,1
29,1,66.0,12,6,3,1,2,3,0,1
2,3,0.0,10,6,1,1,0,0,0,1
14,0,88.33,3,4,4,7,2,0,0,0
124,1,143.1,5,31,4,3,0,0,0,0
104,1,114.0,10,6,4,2,0,1,0,0
51,1,75.6,9,16,3,5,2,0,0,1
65,3,135.9,9,27,4,3,0,0,0,1
179,2,108.9,10,1,4,1,2,0,0,0
4,0,70.0,1,8,3,2,1,0,0,1
80,0,93.6,11,12,4,1,1,0,0,0
56,1,125.1,7,27,4,1,0,3,0,1
221,0,73.0,8,12,3,1,0,1,0,1
263,0,67.0,9,21,3,0,1,0,0,1
160,0,70.0,12,30,3,3,0,0,0,1
174,0,115.2,6,5,4,0,2,0,3,0
19,0,75.0,11,2,3,1,0,0,0,1
0,0,81.0,1,3,4,0,1,0,0,1
5,1,92.4,9,20,4,0,2,0,0,1
0,0,69.84,6,23,4,1,0,0,0,1
86,0,87.5,9,24,3,2,0,0,0,1
38,0,55.59,1,15,4,2,1,0,0,1
38,1,101.83,9,14,4,5,2,0,0,1
176,0,125.1,9,8,4,3,0,0,0,0
13,0,79.0,7,11,2,1,1,0,0,1
156,0,122.4,12,27,4,3,0,0,3,1
182,1,112.2,8,15,4,3,1,0,3,0
11,1,113.34,9,15,4,3,1,0,3,1
28,0,126.0,10,3,4,0,1,3,0,0
87,1,112.25,10,23,3,1,2,1,0,1
99,0,159.3,5,13,4,2,1,0,3,0
13,0,85.0,10,18,3,1,2,0,0,1
18,1,146.0,5,10,4,3,0,0,3,1
6,0,75.0,11,1,3,3,0,0,0,1
4,2,168.5,6,16,4,3,2,0,0,1
15,1,80.0,8,27,4,2,0,0,0,0
23,2,159.0,9,15,4,3,0,0,0,1
7,1,156.0,5,4,4,3,0,0,3,1
40,1,6.67,1,14,4,3,0,0,1,1
102,0,80.0,10,16,4,2,0,1,0,0
141,1,128.8,9,23,4,2,0,0,0,1
40,0,71.64,10,25,4,1,2,0,0,1
42,1,80.3,2,3,4,3,0,0,0,1
12,0,65.0,8,5,2,3,0,0,0,1
54,2,74.15,10,3,4,3,2,0,0,1
24,2,124.0,9,19,4,1,1,0,0,1
0,0,75.0,3,8,2,2,0,0,3,0
0,2,168.3,8,20,4,1,0,0,3,1
59,0,85.0,10,29,3,2,0,0,0,1
33,1,67.5,8,5,4,4,0,0,1,0
11,0,160.0,5,24,3,3,0,1,0,1
63,0,80.1,3,28,4,1,1,3,0,0
56,0,75.0,11,16,3,2,0,0,0,1
36,2,126.9,5,21,4,2,2,0,0,1
92,2,81.5,10,29,4,1,1,0,1,1
23,1,166.0,8,3,4,1,0,0,3,1
27,1,143.3,11,6,4,3,2,0,0,1
57,0,228.6,4,24,4,1,2,1,5,0
8,0,107.0,6,26,3,1,2,0,3,1
5,1,130.0,8,20,4,1,0,0,0,1
13,1,96.0,1,20,4,2,0,0,0,1
55,1,91.51,9,10,4,1,2,3,0,1
12,2,90.0,8,30,4,0,1,0,0,1
270,1,80.0,4,20,3,4,0,0,0,1
69,1,114.9,6,21,4,3,0,3,0,1
150,1,90.0,6,16,3,3,0,1,0,1
105,0,75.0,4,6,4,1,0,0,0,0
16,2,124.0,9,21,4,3,1,0,0,1
133,3,118.8,9,27,4,4,0,3,0,1
2,1,101.0,3,2,4,3,0,0,0,1
8,1,131.0,6,22,4,2,0,0,3,1
141,0,90.0,11,25,4,2,0,0,0,1
134,0,65.0,12,4,3,2,2,0,0,1
62,2,146.7,7,26,4,4,0,0,3,1
96,1,118.8,6,29,4,2,0,0,0,1
37,0,69.9,2,22,4,2,1,3,0,0
38,0,85.5,9,18,3,1,2,0,0,1
2,3,169.0,3,23,4,2,0,0,3,1
43,1,126.9,7,1,4,2,1,0,0,1
38,0,85.0,8,4,3,5,2,0,0,1
9,2,114.5,9,7,4,1,1,0,0,1
32,2,141.53,9,18,4,2,2,3,0,1
88,0,88.7,3,23,4,4,0,0,0,1
115,0,89.25,9,10,4,3,1,0,0,1
0,0,0.0,8,3,1,0,1,0,3,1
99,2,161.1,11,7,4,2,1,3,0,1
22,1,81.0,2,19,4,2,0,3,0,1
8,1,144.5,4,16,4,2,2,0,3,1
81,0,103.5,7,3,4,3,2,3,0,1
81,0,135.0,10,21,4,2,1,0,0,0
58,1,102.15,10,31,4,1,1,0,0,1
4,0,0.0,10,13,1,1,0,0,0,1
79,1,86.4,12,22,4,1,0,0,0,1
57,1,66.53,9,19,4,3,2,3,0,1
29,1,79.54,1,8,4,5,2,0,0,1
88,0,112.2,10,5,3,1,1,1,0,1
25,0,75.6,9,13,4,3,2,0,0,1
84,1,118.15,4,27,4,4,0,0,3,1
1,2,121.0,4,22,4,2,1,0,0,1
0,0,0.0,1,20,1,1,0,0,0,1
8,1,95.0,4,5,4,1,0,0,0,1
8,1,91.0,2,5,4,2,0,0,0,0
1,1,99.33,8,24,4,2,0,3,0,1
110,1,139.5,12,9,3,4,0,0,6,1
3,0,150.33,6,12,4,1,2,0,3,1
54,1,69.5,3,5,4,1,0,3,0,1
64,1,94.5,4,13,4,2,0,3,0,1
52,0,85.0,5,27,3,2,1,0,0,1
232,1,81.82,8,17,4,4,0,0,1,0
71,0,105.0,12,6,3,4,0,0,0,1
23,0,123.8,8,28,4,3,2,0,0,0
2,2,93.0,2,1,4,3,1,0,0,1
10,0,215.0,5,13,4,3,2,0,5,0
150,1,114.66,8,30,4,5,0,0,0,1
359,1,78.0,10,14,3,3,2,0,0,1
118,0,110.0,6,6,3,1,1,0,0,1
25,0,167.0,4,6,4,3,0,0,3,0
0,0,89.0,3,29,4,1,0,3,0,1
41,2,105.9,10,16,4,2,1,0,0,1
244,0,90.95,8,2,4,4,0,0,0,0
11,0,85.0,10,3,3,2,1,0,0,1
36,0,60.0,1,14,3,3,0,0,0,1
77,1,105.3,6,26,4,0,1,0,0,0
30,3,108.0,12,12,4,0,1,3,0,1
217,2,90.1,5,25,4,4,0,0,0,0
23,1,79.0,2,12,4,2,1,3,0,0
1,1,116.27,7,12,4,3,0,0,0,1
12,0,106.25,5,31,4,1,0,0,0,1
56,3,74.8,11,11,4,2,2,3,0,1
9,0,149.0,4,22,4,2,1,0,0,0
43,0,106.8,3,17,4,3,0,0,3,1
219,1,76.67,9,4,3,2,1,0,0,1
87,0,105.3,4,9,4,1,1,0,3,0
22,2,105.0,9,1,4,5,1,0,0,1
6,0,0.0,12,10,4,2,0,1,0,1
7,1,86.0,3,2,4,1,0,0,0,1
3,0,80.0,3,7,2,1,1,0,0,1
91,1,90.9,4,12,4,3,0,0,0,1
100,0,100.0,9,28,4,4,0,0,0,0
91,1,107.1,8,21,4,0,2,3,0,1
19,1,89.0,1,27,4,3,0,0,0,1
128,0,103.5,8,9,4,5,0,3,0,0
42,1,118.5,10,31,4,1,1,0,0,1
18,0,85.0,10,10,3,3,1,0,0,1
103,0,115.0,4,19,4,2,0,0,0,0
94,1,79.2,12,23,4,1,0,3,0,1
78,0,105.0,4,26,3,4,0,1,0,1
4,1,72.0,3,23,3,1,0,0,0,1
1,1,121.5,6,14,4,4,0,3,0,1
2,0,98.21,10,18,4,2,2,0,0,1
59,1,89.1,6,20,4,1,1,3,0,1
16,0,77.53,12,22,4,3,2,0,3,1
24,0,0.0,8,15,1,0,1,0,0,1
57,1,135.9,8,10,4,2,0,0,0,1
20,1,134.0,4,9,4,2,2,0,3,1
0,1,103.0,5,9,4,2,1,0,0,1
121,0,90.0,6,24,4,2,1,0,0,0
27,0,95.0,10,3,3,1,1,0,0,1
50,2,111.6,12,25,4,0,1,0,0,1
16,0,180.5,7,16,4,2,2,0,3,0
92,0,49.74,7,5,4,3,2,0,0,0
76,1,110.15,3,20,4,3,2,0,3,1
146,0,65.0,12,29,3,3,0,0,0,1
9,0,142.0,8,16,4,5,1,0,0,0
12,0,122.33,4,29,4,2,1,3,0,0
57,0,80.3,2,11,4,3,0,0,0,1
31,1,125.1,9,16,4,1,0,3,0,1
142,1,95.79,8,21,4,3,2,0,1,1
54,1,96.0,11,11,4,2,1,0,0,0
21,1,110.0,10,26,4,2,0,3,0,0
1,1,104.72,7,5,4,1,0,0,0,1
30,0,121.0,9,30,3,2,0,1,0,1
186,1,90.95,7,19,4,5,0,0,0,0
36,0,88.0,12,8,4,3,0,3,0,0
138,1,114.3,5,7,4,1,0,0,0,1
162,1,62.0,3,8,3,5,0,0,3,1
2,0,85.0,10,13,3,1,0,0,0,1
100,0,73.95,3,17,4,3,1,0,0,1
97,1,60.5,12,29,3,4,0,0,3,1
33,0,95.0,1,25,2,2,1,0,0,1
86,1,88.83,3,23,4,4,0,0,0,0
24,1,58.0,12,26,3,2,2,0,0,1
89,2,137.7,7,25,4,2,1,0,3,1
66,0,58.9,7,11,4,1,2,0,0,1
5,0,66.0,2,3,2,1,0,0,0,1
41,0,110.0,9,4,3,1,0,1,0,1
45,0,98.1,12,8,3,2,0,0,0,1
1,0,65.0,9,2,2,2,0,0,0,1
11,0,143.33,4,13,4,3,0,0,3,0
9,0,0.0,10,21,1,2,0,0,0,1
161,1,96.9,7,15,3,2,1,0,0,1
2,0,72.5,8,15,4,1,2,1,0,0
13,1,87.78,5,30,4,2,1,3,0,1
1,1,105.0,3,8,4,4,0,0,0,1
38,0,88.8,6,20,4,3,1,0,0,0
166,2,89.25,10,12,4,3,1,0,0,1
68,0,65.0,9,29,3,2,0,0,0,1
256,0,90.0,6,15,3,2,0,1,0,1
133,0,113.6,8,15,4,2,1,0,3,0
17,1,90.0,8,27,4,3,2,0,0,1
88,0,72.25,7,26,3,4,0,0,0,1
80,1,95.24,4,28,4,3,0,0,3,1
16,0,95.0,10,2,2,1,2,0,0,1
15,0,117.67,4,12,4,3,0,3,0,0
59,1,139.5,10,19,4,3,0,0,3,0
17,1,90.34,12,30,4,5,2,3,0,1
155,1,101.88,7,17,4,5,2,0,0,0
49,1,75.95,1,24,4,3,2,0,0,1
50,0,67.66,3,5,4,2,2,0,1,0
64,2,115.03,4,23,4,4,2,0,0,1
24,0,206.0,12,30,4,1,0,0,5,1
10,1,90.0,8,18,4,5,0,0,0,1
59,0,75.0,11,18,3,2,2,0,0,1
122,1,107.0,3,27,3,1,2,1,0,1
276,0,95.67,9,22,3,3,0,0,0,1
18,1,105.64,9,15,4,3,1,0,3,1
116,1,90.0,11,17,4,3,0,0,0,1
38,0,75.3,2,22,4,2,1,0,0,0
41,1,121.33,11,11,4,2,1,0,0,0
6,2,104.0,8,17,4,5,1,0,0,1
47,0,120.0,9,13,3,3,0,0,3,1
9,3,115.67,8,21,4,2,1,0,5,1
0,1,133.0,9,5,4,1,0,0,0,0
1,0,183.5,12,31,4,3,0,3,0,1
118,0,107.95,5,1,4,3,2,0,3,1
0,0,80.0,8,5,4,2,0,0,0,1
12,1,120.06,11,9,4,4,0,3,0,1
89,1,68.0,7,6,4,4,1,0,0,0
38,1,67.6,3,5,4,1,0,3,0,1
41,1,93.45,1,16,4,1,0,0,3,1
145,1,0.0,7,5,4,0,0,0,0,1
83,1,105.3,3,19,4,1,1,0,0,1
1,2,159.38,11,8,4,4,0,3,0,1
178,1,127.22,7,27,4,7,2,0,3,0
237,2,90.95,10,17,4,3,1,0,0,0
163,0,94.5,7,22,4,2,0,3,0,0
22,1,240.0,7,21,4,2,0,0,5,1
7,2,143.2,9,21,4,4,1,0,0,1
20,1,68.85,11,11,4,5,2,0,0,1
54,1,88.4,12,24,4,2,2,0,0,1
89,0,76.5,8,11,4,4,0,0,0,0
2,0,123.0,10,18,2,1,2,0,0,1
112,1,120.0,6,2,4,3,0,0,0,0
153,0,122.91,12,29,4,3,2,0,0,1
7,0,95.0,10,30,3,1,0,0,0,1
14,1,72.0,5,18,3,4,0,0,0,1
36,1,135.9,8,10,4,2,0,0,0,0
10,0,107.0,3,7,2,3,1,0,4,1
6,2,169.0,7,11,4,2,1,0,0,1
112,1,79.2,12,16,4,2,1,3,0,0
18,0,75.99,12,9,4,7,3,3,0,1
66,1,87.3,9,2,4,2,1,3,0,1
377,0,90.0,10,14,3,2,0,1,0,1
71,0,87.3,4,1,4,2,0,0,0,0
16,2,105.4,12,21,4,1,0,0,0,1
9,0,63.75,9,10,3,3,1,0,3,1
103,0,95.0,5,4,4,3,0,0,0,0
146,0,95.0,4,24,4,0,2,0,0,0
130,2,85.5,8,27,4,1,2,3,0,1
0,0,115.0,8,10,4,3,1,3,0,1
4,2,99.0,6,13,4,0,1,3,0,1
88,0,75.0,12,18,3,1,2,0,0,1
85,0,105.3,7,18,4,0,1,0,0,1
63,3,88.4,11,21,4,4,1,0,0,1
85,0,90.95,4,13,4,5,2,0,0,0
11,1,127.0,2,14,4,0,1,0,3,1
3,1,79.0,3,17,2,1,0,0,0,1
94,0,90.45,10,31,4,1,1,0,0,0
119,0,85.61,6,28,4,5,2,3,0,0
130,0,102.58,3,25,4,2,1,0,1,1
0,0,140.0,7,14,2,1,0,0,4,1
5,2,120.33,9,19,4,1,2,3,0,1
42,1,158.4,9,27,4,2,0,0,3,1
2,1,89.0,5,16,4,0,1,3,0,1
5,0,65.0,5,10,2,1,0,0,0,1
290,0,72.0,6,17,4,2,1,0,0,0
28,0,101.8,4,17,4,2,2,0,0,0
116,0,75.27,6,30,4,3,2,3,0,1
216,1,96.3,8,30,4,2,0,0,0,0
110,0,80.0,10,9,4,1,2,0,0,0
226,0,70.0,10,29,4,2,2,0,0,0
12,1,87.0,2,14,3,1,2,0,0,1
9,1,79.0,11,11,2,2,0,0,0,1
41,0,85.67,3,13,2,1,2,0,0,1
48,1,40.67,3,6,3,1,2,0,0,1
71,0,95.0,9,22,3,3,0,0,0,1
164,1,108.11,9,17,4,3,2,0,3,0
126,0,86.36,5,2,4,3,1,0,3,1
258,1,106.2,9,29,4,1,0,0,0,0
151,0,80.0,1,19,3,1,0,0,0,1
302,0,100.0,9,16,4,2,1,0,0,0
12,3,156.0,6,29,4,2,0,0,3,1
254,1,100.3,9,29,4,3,1,0,0,0
2,1,159.0,11,17,4,3,0,1,3,0
10,2,103.0,11,15,4,2,0,0,0,1
1,0,56.47,5,8,4,0,1,3,0,1
60,1,156.6,12,23,4,1,0,0,5,1
193,1,93.09,9,29,4,3,0,0,0,0
131,0,80.75,6,19,4,3,2,0,0,0
83,1,79.2,11,19,4,1,1,3,0,1
102,1,150.45,5,5,4,3,1,0,4,1
3,0,58.0,12,3,3,3,2,0,0,1
5,1,89.0,3,7,4,2,1,3,0,0
29,1,105.0,9,15,4,1,0,0,0,1
11,0,92.4,10,19,4,3,1,0,0,1
126,1,90.9,6,26,4,0,2,0,0,1
33,0,63.58,3,16,3,4,1,0,0,1
5,2,175.0,10,14,4,2,0,0,3,1
6,2,159.0,9,25,4,1,2,3,0,1
191,0,71.1,11,25,4,1,0,3,0,0
81,1,108.9,7,3,4,3,2,0,0,1
6,0,79.0,8,17,2,1,0,0,0,1
54,1,57.93,11,16,4,3,0,3,0,1
154,0,100.8,8,24,4,2,0,0,0,0
29,0,156.0,5,18,4,1,0,0,3,0
23,1,129.0,4,16,4,1,1,0,3,1
109,0,68.72,7,13,4,4,2,3,0,1
97,1,64.98,3,24,4,3,1,0,0,1
7,1,150.15,9,22,4,1,0,0,3,0
103,2,99.45,5,1,4,2,2,0,0,1
33,1,97.71,5,9,4,4,1,0,0,1
127,0,105.3,5,6,4,2,0,0,0,0
124,1,105.3,8,1,4,3,1,0,0,1
85,0,143.1,8,29,4,3,1,0,3,1
